MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,After oil spill
3.66E+08,2022-12-06T01:50:02,39.8484,-75.2941,10.6,93.6,93,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.68E+08,2022-12-06T02:51:01,39.84104,-79.935,3.2,302.3,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.67E+08,2022-12-06T02:51:24,39.84705,-73.6127,8.7,254.9,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
3.68E+08,2022-12-06T01:50:00,39.83885,-79.9254,4.1,310.7,294,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.68E+08,2022-12-06T02:54:32,39.84322,-79.9381,3.2,332.2,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T02:51:56,39.84933,-91.4394,4.6,345.2,345,CLARENCE NIXON,,WDI9282,31,12,26,10,,57,A,0
3.66E+08,2022-12-06T01:44:10,39.84906,-75.3161,10.2,91.9,91,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
3.68E+08,2022-12-06T02:52:12,39.84164,-79.9362,3.3,305.7,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
5.63E+08,2022-12-06T01:44:48,39.8444,-72.8595,12.8,311,312,MONTE AZUL,IMO9348053,9V7382,70,0,272,40,12.5,71,A,0
3.67E+08,2022-12-06T02:53:26,39.84589,-73.6189,9,253.6,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
3.68E+08,2022-12-06T02:53:22,39.84236,-79.9373,3.3,316.1,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T02:55:41,39.84418,-79.9385,3.1,350.6,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.67E+08,2022-12-06T02:56:24,39.84412,-73.6283,9.1,259.3,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
3.68E+08,2022-12-06T02:56:42,39.84507,-79.9386,3.1,357.2,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.38E+08,2022-12-06T02:55:27,39.84213,-74.1494,0,360,94,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.68E+08,2022-12-06T01:53:31,39.84005,-79.9302,4.2,276.9,281,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.68E+08,2022-12-06T02:57:51,39.84611,-79.9386,3.1,10.1,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T01:55:25,39.84258,-73.2362,4.3,61.5,53,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.68E+08,2022-12-06T03:00:01,39.84757,-79.9373,3,55.7,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T01:56:28,39.84308,-73.2348,4.3,71,75,MISS EMMA MCCALL,IMO9289659,WDG8742,70,3,41,11,3,70,A,0
3.67E+08,2022-12-06T02:57:53,39.8432,-73.633,8.8,258.4,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
3.67E+08,2022-12-06T02:59:54,39.84205,-73.6392,8.7,258.3,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
3.38E+08,2022-12-06T03:01:26,39.84213,-74.1494,0,360,93,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
6.36E+08,2022-12-06T02:59:54,39.83517,-75.3613,6.6,54,55,ERATO,IMO9472103,A8XZ4,70,0,208,29,11.6,72,A,0
6.36E+08,2022-12-06T03:01:14,39.8365,-75.3588,6.3,53,54,ERATO,IMO9472103,A8XZ4,70,0,208,29,11.6,72,A,0
3.67E+08,2022-12-06T01:58:24,39.8389,-75.3571,12.9,55.9,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.68E+08,2022-12-06T03:01:11,39.84808,-79.9361,3.3,60.3,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T03:03:31,39.84927,-79.9336,3.7,65.7,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T03:02:22,39.84869,-79.9349,3.5,57.5,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.68E+08,2022-12-06T01:48:51,39.83788,-79.9243,4.2,324.6,310,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.67E+08,2022-12-06T03:02:23,39.84055,-73.6469,9,254.2,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
6.36E+08,2022-12-06T03:03:34,39.83883,-75.355,5.6,53,55,ERATO,IMO9472103,A8XZ4,70,0,208,29,11.6,72,A,0
6.36E+08,2022-12-06T03:02:23,39.83779,-75.3569,5.9,52,55,ERATO,IMO9472103,A8XZ4,70,0,208,29,11.6,72,A,0
3.68E+08,2022-12-06T03:04:41,39.84971,-79.9321,3.7,63.1,511,SIERRA J,,WDI9616,31,0,23,8,,31,A,0
3.38E+08,2022-12-06T03:04:28,39.84213,-74.1494,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.68E+08,2022-12-06T02:00:01,39.84366,-79.9382,3.8,342.3,357,TRACY FEDKOE,IMO889147900,WDJ8118,57,15,21,9,2.8,57,A,0
3.67E+08,2022-12-06T03:03:53,39.83973,-73.6517,9.2,257.5,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
3.67E+08,2022-12-06T03:05:23,39.83877,-73.6563,9.1,257.2,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
3.67E+08,2022-12-06T03:06:05,39.84206,-75.3499,5.5,58.1,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.66E+08,2022-12-06T01:51:10,39.8482,-75.2897,10.6,92.6,91,ZEUS,IMO9506071,WAO8101,31,0,29,8,,31,A,0
6.36E+08,2022-12-06T03:04:44,39.84,-75.3532,5.3,53,54,ERATO,IMO9472103,A8XZ4,70,0,208,29,11.6,72,A,0
6.36E+08,2022-12-06T03:05:47,39.84092,-75.3516,5.4,48,56,ERATO,IMO9472103,A8XZ4,70,0,208,29,11.6,72,A,0
6.36E+08,2022-12-06T03:06:53,39.84192,-75.3499,5.1,53,62,ERATO,IMO9472103,A8XZ4,70,0,208,29,11.6,72,A,0
3.67E+08,2022-12-06T03:07:15,39.84294,-75.348,5.1,57.1,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.38E+08,2022-12-06T02:01:24,39.84215,-74.1495,0,360,92,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.38E+08,2022-12-06T03:07:27,39.84212,-74.1495,0,360,93,WOOD PILE,IMO0000000,,37,,26,6,,,B,0
3.67E+08,2022-12-06T03:07:53,39.83731,-73.6641,9,257.4,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
3.67E+08,2022-12-06T03:08:24,39.84379,-75.3463,4.8,55,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.67E+08,2022-12-06T03:03:45,39.83984,-75.3537,6.9,56.8,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
6.36E+08,2022-12-06T03:08:03,39.84282,-75.3482,4.8,57,62,ERATO,IMO9472103,A8XZ4,70,0,208,29,11.6,72,A,0
3.67E+08,2022-12-06T03:08:54,39.83671,-73.6673,8.7,257.9,511,ABBIE & HOLLY,,WDD2228,30,,16,5,,,B,0
6.36E+08,2022-12-06T03:09:14,39.84367,-75.3465,4.5,59,63,ERATO,IMO9472103,A8XZ4,70,0,208,29,11.6,72,A,0
3.67E+08,2022-12-06T03:04:55,39.84096,-75.3518,5.2,52.1,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.67E+08,2022-12-06T03:10:45,39.84522,-75.3434,2.6,55.7,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
3.67E+08,2022-12-06T03:11:54,39.84571,-75.3427,2.3,45.1,511,SALLY,IMO8973019,WDC3701,31,0,21,9,,52,A,0
6.36E+08,2022-12-06T01:56:27,39.84131,-75.3506,11.1,51.9,58,AL SAFAT,IMO9349497,D5MD9,70,0,306,40,11.1,70,A,0
3.67E+08,2022-12-08T00:00:01,39.84854,-75.3301,4.3,86.6,83,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:01:12,39.84864,-75.3282,4.3,85.9,82,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:02:22,39.84878,-75.3263,4.4,83.6,81,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:03:26,39.84891,-75.3246,4.4,81.8,82,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:04:32,39.84896,-75.3228,4.4,90.3,90,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:06:45,39.84877,-75.3193,4.3,94.2,90,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:07:52,39.84869,-75.3175,4.5,94.2,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:09:01,39.84862,-75.3157,4.4,94.2,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:10:12,39.84852,-75.3138,4.4,93,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:12:31,39.84838,-75.3101,4.4,94.2,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:05:41,39.84886,-75.321,4.4,92.3,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:14:52,39.84825,-75.3064,4.4,91.9,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:17:09,39.84811,-75.3028,4.4,93.3,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:18:12,39.84804,-75.3011,4.4,91.9,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:20:31,39.84792,-75.2973,4.4,96.1,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:11:22,39.84844,-75.3119,4.3,92.4,90,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:16:01,39.84817,-75.3046,4.4,93.7,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:13:41,39.84831,-75.3083,4.5,93.9,90,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:19:22,39.84799,-75.2992,4.6,91.8,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:22:51,39.84779,-75.2936,4.6,93.4,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:24:02,39.84774,-75.2916,4.6,90.3,90,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:25:07,39.84769,-75.2898,4.7,92.1,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:21:41,39.84785,-75.2954,4.4,92.3,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:26:21,39.84762,-75.2877,4.5,93.4,90,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:27:30,39.84756,-75.2857,4.7,91.2,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:28:32,39.84749,-75.284,4.6,93.8,92,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:29:41,39.84737,-75.2821,4.3,94.5,91,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:30:44,39.84743,-75.2805,4.4,83.7,82,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:32:21,39.84765,-75.2779,4.3,85.8,83,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:33:42,39.84777,-75.2758,4.3,82.5,83,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:34:51,39.84783,-75.274,4.4,89.6,84,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:36:01,39.84788,-75.2721,4.5,89.5,83,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:38:12,39.84801,-75.2686,4.3,77.7,75,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:37:11,39.84787,-75.2702,4.5,91.9,84,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:40:38,39.84869,-75.2648,4.5,77.7,73,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:41:41,39.84899,-75.2631,4.4,79.9,73,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.67E+08,2022-12-08T00:43:52,39.84973,-75.2598,4.4,72,71,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.68E+08,2022-12-08T01:01:16,39.84837,-75.2669,11.6,262.7,260,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:03:36,39.84808,-75.2767,11.6,271.3,269,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:05:46,39.84855,-75.2856,11.3,272.7,268,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:06:56,39.84868,-75.2903,11.2,272.1,267,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:10:07,39.84907,-75.3032,11.2,272.3,268,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T00:39:31,39.84833,-75.2665,4.5,77.9,76,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.68E+08,2022-12-08T01:11:15,39.84922,-75.3077,11.2,272.4,267,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:12:16,39.84936,-75.3118,11.2,272.5,267,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:13:37,39.84953,-75.3172,11.1,272.5,268,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T00:42:44,39.8493,-75.2615,4.3,72.8,72,VISION,IMO8990976,WDF6746,90,0,17,7,,33,A,1
3.68E+08,2022-12-08T01:15:47,39.84976,-75.3258,10.9,268.1,258,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T01:16:32,39.84872,-75.2681,9.2,265.5,268,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.68E+08,2022-12-08T01:16:55,39.8491,-75.3302,10.9,254.6,248,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:18:17,39.84791,-75.3353,10.8,249.8,244,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:19:25,39.8466,-75.3394,10.8,246.3,240,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T01:19:53,39.84872,-75.2792,9,274.6,276,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.68E+08,2022-12-08T01:20:35,39.8451,-75.3435,10.8,244,236,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T01:18:43,39.84853,-75.2753,9.1,272.6,275,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.68E+08,2022-12-08T01:22:55,39.84152,-75.3513,10.8,239.1,234,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:21:46,39.8433,-75.3474,10.8,238.9,233,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T01:22:12,39.84918,-75.2865,8.8,271.9,270,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:23:23,39.84922,-75.2904,8.7,269.9,269,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.68E+08,2022-12-08T01:24:06,39.83952,-75.355,10.8,233.6,227,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:00:06,39.84903,-75.2622,11.5,256.8,254,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T01:24:32,39.84919,-75.2939,8.7,270.2,271,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.68E+08,2022-12-08T01:26:26,39.83524,-75.3621,10.6,229.7,224,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:02:26,39.8481,-75.2718,11.6,268.6,266,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T01:28:02,39.84945,-75.3049,8.6,269.9,269,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:26:52,39.84942,-75.3012,8.7,271.4,270,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:30:23,39.84939,-75.3121,8.6,269.1,268,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:31:32,39.84935,-75.3157,8.6,268.4,268,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:29:13,39.84945,-75.3085,8.6,269.6,268,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.68E+08,2022-12-08T01:04:37,39.8483,-75.2808,11.4,274.8,271,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T01:32:42,39.84927,-75.3193,8.5,268.1,268,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:33:52,39.84922,-75.3228,8.4,268.8,269,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.68E+08,2022-12-08T01:09:05,39.84894,-75.299,11.3,272.4,267,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
2.28E+08,2022-12-08T01:37:14,39.84107,-73.6733,12.6,351,349,CMA CGM PATAGONIA,IMO9894961,FMPQ,71,0,366,51,14,71,A,1
3.67E+08,2022-12-08T01:37:03,39.84867,-75.3324,8.3,259.4,250,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:38:13,39.84779,-75.3356,8.2,244.5,242,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:38:24,39.84962,-75.258,10.4,250.5,251,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
2.28E+08,2022-12-08T01:38:24,39.84511,-73.6741,12.6,351.3,349,CMA CGM PATAGONIA,IMO9894961,FMPQ,71,0,366,51,14,71,A,1
3.67E+08,2022-12-08T01:39:44,39.84852,-75.2628,10.4,256.9,258,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:40:54,39.84815,-75.2671,10.3,268.7,271,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:40:05,39.84994,-75.2616,8.2,252.5,258,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T01:42:03,39.84819,-75.2714,10.6,271.5,271,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:43:02,39.84249,-75.3478,7.9,236.4,236,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
2.28E+08,2022-12-08T01:39:32,39.84909,-73.6749,12.6,351.4,349,CMA CGM PATAGONIA,IMO9894961,FMPQ,71,0,366,51,14,71,A,1
3.67E+08,2022-12-08T01:43:23,39.84831,-75.2765,10.4,273.6,274,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:43:34,39.84853,-75.2716,8.2,273.5,278,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T01:44:33,39.84846,-75.2808,10.2,273.3,274,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:44:13,39.84101,-75.3506,7.9,235.7,236,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:45:22,39.83961,-75.3533,7.9,235.3,235,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:41:53,39.84378,-75.345,8,241,240,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.68E+08,2022-12-08T01:14:46,39.84969,-75.3218,11,272.8,268,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T01:45:53,39.84866,-75.2783,8.1,272.7,278,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T01:47:43,39.83656,-75.3588,8,230.7,231,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:46:54,39.8488,-75.2894,10.1,271.5,271,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:48:13,39.84887,-75.285,7.8,271.2,276,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T01:17:42,39.84852,-75.272,9.2,268.6,272,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T01:48:04,39.84886,-75.2935,10,272.9,272,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:49:13,39.84903,-75.2977,10,275.2,275,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:51:34,39.8493,-75.3062,10,272.9,272,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:50:35,39.84898,-75.2917,7.8,272.5,278,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T01:52:35,39.84944,-75.3098,10,273.4,272,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:47:05,39.84877,-75.2818,8,271.8,277,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T01:52:45,39.84915,-75.2977,7.7,272.1,278,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T01:53:43,39.84959,-75.3139,9.9,272.2,271,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:56:13,39.84933,-75.3073,7.6,271.4,277,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T01:57:14,39.84985,-75.3264,9.7,270.8,268,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:57:14,39.84941,-75.31,7.6,271.8,278,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.68E+08,2022-12-08T01:25:16,39.8374,-75.3586,10.7,232.7,227,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.68E+08,2022-12-08T01:07:57,39.8488,-75.2943,11.3,272.3,267,RED HOOK,IMO9650717,WDG6782,31,0,28,9,3.6,31,A,1
3.67E+08,2022-12-08T01:59:24,39.84875,-75.3337,9.6,245.4,243,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:55:04,39.84925,-75.3041,7.6,272.3,278,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T01:58:23,39.84949,-75.3131,7.5,273.2,279,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T02:00:04,39.84798,-75.3357,9.5,244.1,242,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:58:15,39.84968,-75.3298,9.7,263.2,262,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T02:00:05,39.84969,-75.3177,7.5,273.1,278,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T02:01:15,39.84982,-75.3209,7.5,270.7,274,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T02:01:15,39.84662,-75.3394,9.4,245.1,243,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T02:03:25,39.84971,-75.3266,7.2,264.3,266,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T01:59:44,39.84967,-75.3168,7.5,273.3,278,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T02:04:45,39.8492,-75.3301,7.2,257.5,260,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T02:05:43,39.84094,-75.3525,9.2,233.6,233,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T02:03:26,39.84429,-75.3461,9.4,241.3,237,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T02:08:04,39.83713,-75.3585,9.3,228.3,226,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T02:08:04,39.84669,-75.3379,7,242.6,249,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T02:09:14,39.83517,-75.3615,9.2,232,231,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T01:15:22,39.84917,-75.2643,9.2,255.9,263,ROANOKE,IMO7308205,WDD9656,31,0,29,10,,3,A,1
3.67E+08,2022-12-08T02:05:53,39.84864,-75.3329,7.1,248.5,250,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
3.67E+08,2022-12-08T02:06:54,39.83912,-75.3556,9.3,230.8,228,Z ONE,IMO9159696,WDE9410,31,0,29,9,3.5,52,A,1
3.67E+08,2022-12-08T02:09:05,39.84585,-75.3401,7,244.6,249,PATUXENT,IMO9544229,WDE5805,31,0,30,10,,32,A,1
